snapshot_date,gender,collection,rank,title,category,season_tag,product_type,price,compare_at_price,on_sale,color_count,image,handle,tags
2026-07-13,M,mens-bestsellers,14,Co-Op Pant (Regular) - Navy,ETC,UNTAGGED,Men:Bottoms:Pants,138.0,,False,1,https://cdn.shopify.com/s/files/1/2185/2813/files/M5144R_03842_b1_s1_a2_m253.jpg?v=1754696433,m5144r-co-op-pant-regular-navy,b:1:Best Seller;BVCategory:Men;ChinaCatalog;Color:Navy:Color;ColorGroup:Blue;FA25Drops-family;FA25MBridge-family;Filter:DisplaySize:3:Small;Filter:DisplaySize:4:Medium;Filter:DisplaySize:5:Large;Filte
2026-07-13,M,mens-bestsellers,15,Conquer Reform Crewneck Short Sleeve - Espresso,SHORTS/SKIRT,SS,Men:Tops:Short Sleeves,78.0,,False,1,https://cdn.shopify.com/s/files/1/2185/2813/files/M1205R_04064_b2_s1_a1_m275.png?v=1782497506,m1205r-conquer-reform-crewneck-short-sleeve-espresso,b:1:Best Seller;BuilderDropzoneStyle:CNQR;BVCategory:Men;ChinaCatalog;Color:Espresso:Color;ColorGroup:Brown;Content:Builder;FA24MD5-family;Fabric:Conquer;Filter:DisplaySize:3:Small;Filter:DisplaySize:
2026-07-13,M,mens-bestsellers,16,"7"" Circuit Short - Espresso",SHORTS/SKIRT,SS,Men:Bottoms:Shorts,68.0,,False,1,https://cdn.shopify.com/s/files/1/2185/2813/files/M6123R_04064_b2_s1_a1_dSU26_m257.jpg?v=1777694577,m6123r-7-circuit-short-espresso,b:1:Best Seller;BVCategory:Men;Color:Espresso:Color;ColorGroup:Brown;EcomVideo-Shomari;Filter:DisplaySize:3:Small;Filter:DisplaySize:4:Medium;Filter:DisplaySize:5:Large;Filter:DisplaySize:6:XL - 2XL;F
2026-07-13,M,mens-bestsellers,17,Accolade 1/4 Zip Pullover - Athletic Heather Grey,FLEECE/KNIT,FW,Men:Outerwear:Coverups:Pullovers,148.0,,False,1,https://cdn.shopify.com/s/files/1/2185/2813/files/U3040RG_06501_b1_s1_a5_dSP26_m243.jpg?v=1775179606,u3040rg-accolade-1-4-zip-pullover-athletic-heather-grey-mens,AccoladeBoostBury;b:1:Best Seller;BIScollection;BR:unisex;BVCategory:Men;Color:Athletic Grey:Color;ColorGroup:Grey;Filter:DisplaySize:1:XXS - XS;Filter:DisplaySize:3:Small;Filter:DisplaySize:4:Medium;
2026-07-13,M,mens-bestsellers,18,Accolade Sweatpant - Athletic Heather Grey,BOTTOM-WARM,FW,Men:Bottoms:Sweatpants,138.0,,False,1,https://cdn.shopify.com/s/files/1/2185/2813/files/U5013RG_06501_b1_s1_a1_dSP26_m243.jpg?v=1775179670,u5013rg-accolade-sweatpant-athletic-heather-grey-mens,AccoladeBoostBury;b:1:Best Seller;BR:unisex;BVCategory:Men;Color:Athletic Grey:Color;ColorGroup:Grey;Filter:DisplaySize:1:XXS - XS;Filter:DisplaySize:3:Small;Filter:DisplaySize:4:Medium;Filter:Display
2026-07-13,M,mens-bestsellers,19,Conquer 1/4 Zip Reform Long Sleeve - Navy,TOP,SEASONLESS,Men:Tops:Long Sleeves,108.0,,False,1,https://cdn.shopify.com/s/files/1/2185/2813/files/M3193R_03842_b1_s1_a1_m263.jpg?v=1762563261,m3193r-conquer-1-4-zip-reform-long-sleeve-navy,b:1:Best Seller;BuilderDropzoneStyle:CNQR;BVCategory:Men;ChinaCatalog;Color:Navy:Color;ColorGroup:Blue;Content:Builder;FA24MD1-family;Fabric:Conquer;Filter:DisplaySize:3:Small;Filter:DisplaySize:4:Med
2026-07-13,M,mens-bestsellers,20,"7"" Conquer React Performance Short - Navy",SHORTS/SKIRT,SS,Men:Bottoms:Shorts,68.0,,False,1,https://cdn.shopify.com/s/files/1/2185/2813/files/M6131R_03842_b2_s1_a1_dSU26_m243.png?v=1778517491,m6131r-conquer-react-performance-short-navy,b:1:Best Seller;BIScollection;BVCategory:Men;ChinaCatalog;Color:Navy:Color;ColorGroup:Blue;ColorwayType:Limited;EcomVideo-Shomari;Fabric:Conquer;Filter:DisplaySize:3:Small;Filter:DisplaySize:4:Medium;
2026-07-13,M,mens-bestsellers,21,Double Take Short Sleeve - Black,SHORTS/SKIRT,SS,Men:Tops:Short Sleeves,88.0,,False,1,https://cdn.shopify.com/s/files/1/2185/2813/files/M1224R_01_b1_s1_a4_dSU26_m245.jpg?v=1773246432,m1224r-double-take-short-sleeve-black,b:1:Best Seller;BuilderDropzoneStyle:DBLTK;BVCategory:Men;ChinaCatalog;Color:Black:Color;ColorGroup:Black;Content:Builder;Fabric:Double Take;Filter:DisplaySize:3:Small;Filter:DisplaySize:4:Medium;Filt
2026-07-13,M,mens-bestsellers,22,Double Take Straight Leg Pant - Black,ETC,UNTAGGED,Men:Bottoms:Pants,128.0,,False,1,https://cdn.shopify.com/s/files/1/2185/2813/files/M5259R_01_b1_s1_a1_dSP26_m243.jpg?v=1769503610,m5259r-double-take-straight-leg-pant-black,b:1:Best Seller;BVCategory:Men;ChinaCatalog;Color:Black:Color;ColorGroup:Black;Fabric:Double Take;Filter:DisplaySize:3:Small;Filter:DisplaySize:4:Medium;Filter:DisplaySize:5:Large;Filter:DisplaySize:6
2026-07-13,M,mens-bestsellers,23,Triumph Tee - White,SHORTS/SKIRT,SS,Men:Tops:Short Sleeves,58.0,,False,1,https://cdn.shopify.com/s/files/1/2185/2813/files/M1257R_00_b1_s1_a1_dSP26_m243_6115740f-9fb9-4c99-b74c-e46add1eb26d.jpg?v=1775244567,m1257r-triumph-tee-white,b:1:Best Seller;BuilderDropzoneStyle:TRMPH;BVCategory:Men;Color:White:Color;ColorGroup:White;Content:Builder;FA24;FA24Drops-family;FA24MD6-family;Fabric:Triumph;Filter:DisplaySize:3:Small;Filter:Displ
2026-07-13,M,mens-bestsellers,24,Chill Short - White Heather,SHORTS/SKIRT,SS,Men:Bottoms:Shorts,78.0,,False,1,https://cdn.shopify.com/s/files/1/2185/2813/files/M6122R_10060_b2_s1_a1_dSU26_m243.jpg?v=1779205047,m6122r-chill-short-white-heather,b:1:Best Seller;BVCategory:Men;Color:White Heather:Color;ColorGroup:White;ColorwayType:Limited;Filter:DisplaySize:3:Small;Filter:DisplaySize:4:Medium;Filter:DisplaySize:5:Large;Filter:DisplaySize:6:XL
2026-07-13,M,mens-bestsellers,25,Accolade 1/4 Zip Pullover - White Heather,FLEECE/KNIT,FW,Men:Outerwear:Coverups:Pullovers,148.0,,False,1,https://cdn.shopify.com/s/files/1/2185/2813/files/U3040RG_10060_b1_s1_a6_dSU26_m245_99a89190-24fb-44c4-9d66-f23005e3fa3f.jpg?v=1783398250,u3040rg-accolade-1-4-zip-pullover-white-heather-mens,AccoladeBoostBury;b:1:Best Seller;b:3:New;BR:unisex;BVCategory:Men;Color:White Heather:Color;ColorGroup:White;ColorwayType:Limited;Filter:DisplaySize:1:XXS - XS;Filter:DisplaySize:3:Small;Filter:Displ
2026-07-13,M,mens-bestsellers,26,Double Take Short Sleeve - White Heather,SHORTS/SKIRT,SS,Men:Tops:Short Sleeves,88.0,,False,1,https://cdn.shopify.com/s/files/1/2185/2813/files/M1224R_10060_b1_s1_a1_dSU26_m245_jpg.png?v=1778271493,m1224r-double-take-short-sleeve-white-heather,b:1:Best Seller;BR:unisex;BuilderDropzoneStyle:DBLTK;BVCategory:Men;Color:White Heather:Color;ColorGroup:White;ColorwayType:Limited;Content:Builder;Fabric:Double Take;Filter:DisplaySize:3:Small;Filter
2026-07-13,M,mens-bestsellers,27,Conquer Reform Crewneck Short Sleeve - Garnet,SHORTS/SKIRT,SS,Men:Tops:Short Sleeves,78.0,,False,1,https://cdn.shopify.com/s/files/1/2185/2813/files/M1205R_07949_b2_s1_a1_dSU26_m276.jpg?v=1780925145,m1205r-conquer-reform-crewneck-short-sleeve-garnet,b:1:Best Seller;BuilderDropzoneStyle:CNQR;BVCategory:Men;Color:Garnet:Color;ColorGroup:Red;ColorwayType:Limited;Content:Builder;Fabric:Conquer;Filter:DisplaySize:3:Small;Filter:DisplaySize:4:Medium;Fi
2026-07-13,M,mens-bestsellers,28,Linen Days Short Sleeve Button Up - Black,SHORTS/SKIRT,SS,Men:Tops:Short Sleeves,198.0,,False,1,https://cdn.shopify.com/s/files/1/2185/2813/files/M1270R_01_b2_s1_a1_dSU26_m276.jpg?v=1780925114,m1270r-linen-days-short-sleeve-button-up-black,b:1:Best Seller;BVCategory:Men;ChinaCatalog;Color:Black:Color;ColorGroup:Black;Filter:DisplaySize:3:Small;Filter:DisplaySize:4:Medium;Filter:DisplaySize:5:Large;Filter:DisplaySize:6:XL - 2XL;Filter:Si
2026-07-13,M,mens-bestsellers,29,"5"" Repetition Short - Titanium",SHORTS/SKIRT,SS,Men:Bottoms:Shorts,78.0,,False,1,https://cdn.shopify.com/s/files/1/2185/2813/files/M6155R_01320_b1_s1_a1_dSU26_m274.jpg?v=1778235654,m6155r-5-repetition-short-titanium,b:1:Best Seller;BVCategory:Men;ChinaCatalog;Color:Titanium:Color;ColorGroup:Grey;ColorwayType:Limited;Filter:DisplaySize:3:Small;Filter:DisplaySize:4:Medium;Filter:DisplaySize:5:Large;Filter:DisplaySi
2026-07-13,M,mens-bestsellers,30,ALO Vapor Crewneck Short Sleeve - Blue Breeze,SHORTS/SKIRT,SS,Men:Tops:Short Sleeves,68.0,,False,1,https://cdn.shopify.com/s/files/1/2185/2813/files/M1228R_07948_b2_s1_a1_dSU26_m243.png?v=1778242176,m1228r-alo-vapor-crewneck-short-sleeve-blue-breeze,b:1:Best Seller;BuilderDropzoneStyle:VAPR;BVCategory:Men;ChinaCatalog;Color:Blue Breeze:Color;ColorGroup:Blue;ColorwayType:Limited;Content:Builder;Fabric:ALO Vapor;Filter:DisplaySize:3:Small;Filter:Di
2026-07-13,M,mens-bestsellers,31,"7"" Linen Days Short - White",SHORTS/SKIRT,SS,Men:Bottoms:Shorts,168.0,,False,1,https://cdn.shopify.com/s/files/1/2185/2813/files/M6194R_05594_b1_s1_a1_dSU26_m214.jpg?v=1779879557,m6194r-7-linen-days-short-white,b:1:Best Seller;BVCategory:Men;ChinaCatalog;Color:White:Color;ColorGroup:White;Filter:DisplaySize:3:Small;Filter:DisplaySize:4:Medium;Filter:DisplaySize:5:Large;Filter:DisplaySize:6:XL - 2XL;Filter:Si
2026-07-13,M,mens-bestsellers,32,Linen Days Short Sleeve Button Up - White,SHORTS/SKIRT,SS,Men:Tops:Short Sleeves,198.0,,False,1,https://cdn.shopify.com/s/files/1/2185/2813/files/M1270R_05594_b1_s1_a4_dSU26_m214.jpg?v=1779878517,m1270r-linen-days-short-sleeve-button-up-white,b:1:Best Seller;BVCategory:Men;ChinaCatalog;Color:White:Color;ColorGroup:White;Filter:DisplaySize:3:Small;Filter:DisplaySize:4:Medium;Filter:DisplaySize:5:Large;Filter:DisplaySize:6:XL - 2XL;Filter:Si
2026-07-13,M,mens-bestsellers,33,Takeaway Track Full Zip Jacket - Black,OUTERWEAR,FW,Men:Outerwear:Jackets,188.0,,False,1,https://cdn.shopify.com/s/files/1/2185/2813/files/M3334R_01_b2_s1_a1_dSU26_m243.png?v=1778242657,m3334r-takeaway-track-full-zip-jacket-black,b:1:Best Seller;BR:unisex;BVCategory:Men;Color:Black:Color;ColorGroup:Black;Filter:DisplaySize:3:Small;Filter:DisplaySize:4:Medium;Filter:DisplaySize:5:Large;Filter:DisplaySize:6:XL - 2XL;Filter:Size:
2026-07-13,M,mens-bestsellers,34,Conquer Muscle Tank - Garnet,BRA/TANK,SS,Men:Tops:Tanks,68.0,,False,1,https://cdn.shopify.com/s/files/1/2185/2813/files/M2066R_07949_b2_s1_a1_dSU26_m276.jpg?v=1780924895,m2066r-conquer-muscle-tank-garnet,b:1:Best Seller;BuilderDropzoneStyle:CNQR;BVCategory:Men;Color:Garnet:Color;ColorGroup:Red;ColorwayType:Limited;Content:Builder;Fabric:Conquer;Filter:DisplaySize:3:Small;Filter:DisplaySize:4:Medium;Fi
2026-07-13,M,mens-bestsellers,35,Takeaway Track Full Zip Jacket - Titanium,OUTERWEAR,FW,Men:Outerwear:Jackets,188.0,,False,1,https://cdn.shopify.com/s/files/1/2185/2813/files/M3334R_01320_b2_s1_a1_dSU26_m275.png?v=1778242791,m3334r-takeaway-track-full-zip-jacket-titanium,b:1:Best Seller;BR:unisex;BVCategory:Men;Color:Titanium:Color;ColorGroup:Grey;ColorwayType:Limited;Filter:DisplaySize:3:Small;Filter:DisplaySize:4:Medium;Filter:DisplaySize:5:Large;Filter:DisplaySize:
2026-07-13,M,mens-bestsellers,36,"7"" Coastline Knit Short - Black",SHORTS/SKIRT,SS,Men:Bottoms:Shorts,138.0,,False,1,https://cdn.shopify.com/s/files/1/2185/2813/files/M6196R_01_b2_s1_a1_dSU26_m276.jpg?v=1780943916,m6196r-7-coastline-knit-short-black,b:1:Best Seller;BVCategory:Men;ChinaCatalog;Color:Black:Color;ColorGroup:Black;Filter:DisplaySize:3:Small;Filter:DisplaySize:4:Medium;Filter:DisplaySize:5:Large;Filter:DisplaySize:6:XL - 2XL;Filter:Si
2026-07-13,M,mens-bestsellers,37,"7"" Linen Days Short - Black",SHORTS/SKIRT,SS,Men:Bottoms:Shorts,168.0,,False,1,https://cdn.shopify.com/s/files/1/2185/2813/files/M6194R_01_b1_s1_a3_dSU26_m245.jpg?v=1779879515,m6194r-7-linen-days-short-black,b:1:Best Seller;BVCategory:Men;ChinaCatalog;Color:Black:Color;ColorGroup:Black;Filter:DisplaySize:3:Small;Filter:DisplaySize:4:Medium;Filter:DisplaySize:5:Large;Filter:DisplaySize:6:XL - 2XL;Filter:Si
2026-07-13,M,mens-bestsellers,38,Conquer Reform Long Sleeve With Hood - Garnet,TOP,SEASONLESS,Men:Tops:Long Sleeves,108.0,,False,1,https://cdn.shopify.com/s/files/1/2185/2813/files/M3199R_07949_b2_s1_a1_dSU26_m275.jpg?v=1780924861,m3199r-conquer-reform-long-sleeve-with-hood-garnet,b:1:Best Seller;BuilderDropzoneStyle:CNQR;BVCategory:Men;Color:Garnet:Color;ColorGroup:Red;ColorwayType:Limited;Content:Builder;Fabric:Conquer;Filter:DisplaySize:3:Small;Filter:DisplaySize:4:Medium;Fi
2026-07-13,M,mens-bestsellers,39,Conquer Reform Crewneck Short Sleeve - Navy,SHORTS/SKIRT,SS,Men:Tops:Short Sleeves,78.0,,False,1,https://cdn.shopify.com/s/files/1/2185/2813/files/M1205R_03842_b2_s1_a1_1_m214.jpg?v=1761533071,m1205r-conquer-reform-crewneck-short-sleeve-navy,b:1:Best Seller;BuilderDropzoneStyle:CNQR;BVCategory:Men;ChinaCatalog;Color:Navy:Color;ColorGroup:Blue;Content:Builder;FA24MD1-family;Fabric:Conquer;Filter:DisplaySize:3:Small;Filter:DisplaySize:4:Med
2026-07-13,M,mens-bestsellers,40,"7"" Double Take Short - Black",SHORTS/SKIRT,SS,Men:Bottoms:Shorts,88.0,,False,1,https://cdn.shopify.com/s/files/1/2185/2813/files/M6143R_01_b2_s1_a2_1_m245.jpg?v=1756316493,m6143r-7-double-take-short-black,b:1:Best Seller;BIScollection;BVCategory:Men;ChinaCatalog;Color:Black:Color;ColorGroup:Black;Fabric:Double Take;Filter:DisplaySize:3:Small;Filter:DisplaySize:4:Medium;Filter:DisplaySize:5:Large;Filter
2026-07-13,M,mens-bestsellers,41,"5"" Circuit Short - Espresso",SHORTS/SKIRT,SS,Men:Bottoms:Shorts,68.0,,False,1,https://cdn.shopify.com/s/files/1/2185/2813/files/M6158R_04064_b2_s1_a1_dSU26_m276.png?v=1778517627,m6158r-5-circuit-short-espresso,b:1:Best Seller;BVCategory:Men;ChinaCatalog;Color:Espresso:Color;ColorGroup:Brown;FA25Drops-family;FA25MBridge-family;Filter:DisplaySize:3:Small;Filter:DisplaySize:4:Medium;Filter:DisplaySize:5:Large;
2026-07-13,M,mens-bestsellers,42,Unisex Half-Crew Throwback Sock - White/Black,ACC,SEASONLESS,Accessories:Socks,34.0,,False,1,https://cdn.shopify.com/s/files/1/2185/2813/products/A0480U_0001_b1_a1.jpg?v=1669748933,a0480u-unisex-half-crew-throwback-sock-white-black,b:1:Best Seller;BVCategory:Socks;Color:White:Color;ColorGroup:White;Filter:Size:L;Filter:Size:M;Filter:Size:S;Maintenance:ColorwayProduct;master-accessories-all;master-accessories-men;master-man-all;m
2026-07-13,M,mens-bestsellers,43,Chill Short - Black,SHORTS/SKIRT,SS,Men:Bottoms:Shorts,78.0,,False,1,https://cdn.shopify.com/s/files/1/2185/2813/files/M6122R_01_b1_s1_a2_dSP26_m214_6bf38e0e-c727-4b06-96df-d5881f65680e.jpg?v=1780513270,m6122r-chill-short-black,b:1:Best Seller;BVCategory:Men;Color:Black:Color;ColorGroup:Black;EcomVideo-Shomari;Filter:DisplaySize:3:Small;Filter:DisplaySize:4:Medium;Filter:DisplaySize:5:Large;Filter:DisplaySize:6:XL - 2XL;Filt
2026-07-13,M,mens-bestsellers,44,Keep It Cool Gym Towel - Gravel,ACC,SEASONLESS,Accessories:Equipment:Towels,38.0,,False,1,https://cdn.shopify.com/s/files/1/2185/2813/files/A0457U_05438_b1_s1_a3_dSU26.jpg?v=1776857083,a0457u-keep-it-cool-gym-towel-gravel,b:1:Best Seller;BVCategory:Accessories;ChinaCatalog;Color:Gravel:Color;ColorGroup:Beige;JustDropped:New This Season;Maintenance:ColorwayProduct;master-accessories-all;master-accessories-men;master-man
2026-07-13,M,mens-bestsellers,45,Double Take Short Sleeve - White,SHORTS/SKIRT,SS,Men:Tops:Short Sleeves,88.0,,False,1,https://cdn.shopify.com/s/files/1/2185/2813/files/M1224R_05594_b1_s1_a1_m221.jpg?v=1761941985,m1224r-double-take-short-sleeve-white,b:1:Best Seller;bis-paused;BuilderDropzoneStyle:DBLTK;BVCategory:Men;Color:White:Color;ColorGroup:White;Content:Builder;Fabric:Double Take;Filter:DisplaySize:3:Small;Filter:DisplaySize:4:Medium;Filter
2026-07-13,M,mens-bestsellers,46,Sports Club Sweater Knit Polo - Ivory,FLEECE/KNIT,FW,Men:Tops:Short Sleeves,168.0,,False,1,https://cdn.shopify.com/s/files/1/2185/2813/files/M1250R_03299_b1_s1_a1_m243.jpg?v=1747108191,m1250r-sports-club-sweater-knit-polo-ivory,b:1:Best Seller;BVCategory:Men;ChinaCatalog;Color:Ivory:Color;ColorGroup:White;Filter:DisplaySize:3:Small;Filter:DisplaySize:4:Medium;Filter:DisplaySize:5:Large;Filter:DisplaySize:6:XL - 2XL;Filter:Si
2026-07-13,M,mens-bestsellers,47,ALO Vapor Crewneck Short Sleeve - Navy,SHORTS/SKIRT,SS,Men:Tops:Short Sleeves,68.0,,False,1,https://cdn.shopify.com/s/files/1/2185/2813/files/M1228R_03842_b1_s1_a1_m180.jpg?v=1754469666,m1228r-alo-vapor-crewneck-short-sleeve-navy,b:1:Best Seller;BuilderDropzoneStyle:VAPR;BVCategory:Men;ChinaCatalog;Color:Navy:Color;ColorGroup:Blue;ColorwayType:Limited;Content:Builder;FA25MBridge-family;Fabric:ALO Vapor;Filter:DisplaySize:3:Sma
2026-07-13,M,mens-bestsellers,48,Conquer 1/4 Zip Reform Long Sleeve - Black,TOP,SEASONLESS,Men:Tops:Long Sleeves,108.0,,False,1,https://cdn.shopify.com/s/files/1/2185/2813/files/M3193R_01_b1_s1_a1_dSP26_m243.jpg?v=1774387522,m3193r-conquer-1-4-zip-reform-long-sleeve-black,b:1:Best Seller;BuilderDropzoneStyle:CNQR;BVCategory:Men;ChinaCatalog;Color:Black:Color;ColorGroup:Black;Content:Builder;FA24MD3-FAMILY;Fabric:Conquer;Filter:DisplaySize:3:Small;Filter:DisplaySize:4:M
2026-07-13,M,mens-bestsellers,49,Off-Duty Cap - Black/Black,ACC,SEASONLESS,Accessories:Hats:Caps,64.0,,False,1,https://cdn.shopify.com/s/files/1/2185/2813/products/W7112R_0101_b1_a1.jpg?v=1672871437,w7112r-off-duty-cap-black-black,aloversary20off;b:1:Best Seller;BVCategory:Accessories;ChinaCatalog;Color:Black:Color;ColorGroup:Black;Maintenance:ColorWayBot_insert;Maintenance:ColorWayBot_upserted_me;Maintenance:ColorwayProduct;ma
2026-07-13,M,mens-bestsellers,50,ALO Vapor Crewneck Short Sleeve - Black,SHORTS/SKIRT,SS,Men:Tops:Short Sleeves,68.0,,False,1,https://cdn.shopify.com/s/files/1/2185/2813/files/M1228R_01_b2_s3_a3_dFA25_m245.jpg?v=1776888215,m1228r-alo-vapor-crewneck-short-sleeve-black,b:1:Best Seller;BuilderDropzoneStyle:VAPR;BVCategory:Men;ChinaCatalog;Color:Black:Color;ColorGroup:Black;Content:Builder;FA25MBridge-family;Fabric:ALO Vapor;Filter:DisplaySize:3:Small;Filter:DisplaySi
2026-07-20,W,bestsellers,1,Match Point Tennis Skirt - White,SHORTS/SKIRT,SS,Women:Bottoms:Skirts,78.0,,False,1,https://cdn.shopify.com/s/files/1/2185/2813/files/W6240R_05594_b2_s1_a1_dSP26_m54.jpg?v=1770056609,w6240r-match-point-tennis-skirt-white,aloversary20off;b:1:Best Seller;BVCategory:Women;ChinaCatalog;Color:White:Color;ColorGroup:White;Filter:DisplaySize:1:XXS - XS;Filter:DisplaySize:3:Small;Filter:DisplaySize:4:Medium;Filter:DisplaySize
2026-07-20,W,bestsellers,2,Sway My Way Micro Short - White Heather,SHORTS/SKIRT,SS,Women:Bottoms:Shorts,68.0,,False,1,https://cdn.shopify.com/s/files/1/2185/2813/files/W6562R_10060_b2_s1_a1_dSU26_m143.jpg?v=1782940219,w6562r-sway-my-way-micro-short-white-heather,b:1:Best Seller;b:3:New;BVCategory:Women;Color:White Heather:Color;ColorGroup:White;ColorwayType:Limited;Filter:DisplaySize:1:XXS - XS;Filter:DisplaySize:3:Small;Filter:DisplaySize:4:Medium;Filter:Dis
2026-07-20,W,bestsellers,3,Unisex Half-Crew Throwback Sock - White/Azure Blue,ACC,SEASONLESS,Accessories:Socks,34.0,,False,1,https://cdn.shopify.com/s/files/1/2185/2813/files/A0480U_08028_b1_s1_a3_dSU26.jpg?v=1780653200,a0480u-unisex-half-crew-throwback-sock-white-azure-blue-2,b:1:Best Seller;BVCategory:Accessories;Color:White:Color;ColorGroup:White;ColorwayType:Limited;FA25AHG/WhiteCodeUpdate;Filter:Size:L;Filter:Size:M;Filter:Size:S;JustDropped:New This Month;JustDropped:
2026-07-20,W,bestsellers,4,Accolade 1/4 Zip Pullover - Black,FLEECE/KNIT,FW,Women:Outerwear:Coverups:Pullovers,148.0,,False,1,https://cdn.shopify.com/s/files/1/2185/2813/files/U3040RG_01_b2_s1_a1_1_m210.jpg?v=1770144016,u3040rg-accolade-1-4-zip-pullover-black,AA25-PDPselects;AccoladeBoostBury;b:1:Best Seller;BISCollection;BR:unisex;BVCategory:Women;Color:Black:Color;ColorGroup:Black;Filter:DisplaySize:1:XXS - XS;Filter:DisplaySize:3:Small;Filter:DisplaySiz
2026-07-20,W,bestsellers,5,Suit Up Trouser (Regular) - Navy,ETC,UNTAGGED,Women:Bottoms:Pants,148.0,,False,1,https://cdn.shopify.com/s/files/1/2185/2813/files/W51432R_04893_b2_s1_a1_dSU26_m191.jpg?v=1777663637,w51432r-suit-up-trouser-regular-navy,AA25-PDPselects;b:1:Best Seller;BIScollection;BuilderDropzoneStyle:SUTRSER;BVCategory:Women;ChinaCatalog;Color:Navy:Color;ColorGroup:Blue;Content:Builder;Filter:DisplaySize:1:XXS - XS;Filter:DisplaySi
2026-07-20,W,bestsellers,6,Goddess Ribbed First Pick Bra Tank - Azure Blue/White,BRA/TANK,SS,Women:Tops:Tanks,88.0,,False,1,https://cdn.shopify.com/s/files/1/2185/2813/files/W9960R_08039_b2_s1_a1_dSU26_m143.jpg?v=1782424708,w9960r-goddess-ribbed-first-pick-bra-tank-azure-blue-white,b:1:Best Seller;BVCategory:Women;Color:Azure Blue:Color;ColorGroup:Blue;ColorwayType:Limited;Computed:IsAlmostGone;Computed:UnderInventoryThreshold:5:for:M;Computed:UnderInventoryThreshold:5:for:S;Fab
2026-07-20,W,bestsellers,7,Goddess Ribbed High-Waist First Pick Short - Azure Blue/White,SHORTS/SKIRT,SS,Women:Bottoms:Shorts,74.0,,False,1,https://cdn.shopify.com/s/files/1/2185/2813/files/W6597R_08039_b2_s1_a1_dSU26_m143.jpg?v=1782424988,w6597r-goddess-ribbed-high-waist-first-pick-short-azure-blue-white,b:1:Best Seller;BVCategory:Women;Color:Azure Blue:Color;ColorGroup:Blue;ColorwayType:Limited;Fabric:Ribbed;Filter:DisplaySize:1:XXS - XS;Filter:DisplaySize:3:Small;Filter:DisplaySize:4:Medium;Filter:D
2026-07-20,W,bestsellers,8,Double Or Nothing Tennis Skirt - Black,SHORTS/SKIRT,SS,Women:Bottoms:Skirts,88.0,,False,1,https://cdn.shopify.com/s/files/1/2185/2813/files/W6574R_01_b2_s1_a1_dSP26_m191.jpg?v=1771232430,w6574r-double-or-nothing-tennis-skirt-black,b:1:Back in Stock;b:1:Best Seller;BISCollection;BVCategory:Women;ChinaCatalog;Color:Black:Color;ColorGroup:Black;Filter:DisplaySize:1:XXS - XS;Filter:DisplaySize:3:Small;Filter:DisplaySize:4:Medium;Fi
2026-07-20,W,bestsellers,9,Alosoft Crop Finesse Short Sleeve - Azure Blue,SHORTS/SKIRT,SS,Women:Tops:Short Sleeves,68.0,,False,1,https://cdn.shopify.com/s/files/1/2185/2813/files/W1406R_04830_b1_s1_a2_dSU26_m241.jpg?v=1780653454,w1406r-alosoft-crop-finesse-short-sleeve-azure-blue,b:1:Best Seller;BuilderDropzoneStyle:ALOSOFT;BVCategory:Women;Color:Azure Blue:Color;ColorGroup:Blue;ColorwayType:Limited;Content:Builder;Fabric:Alosoft;Filter:DisplaySize:1:XXS - XS;Filter:DisplaySiz
2026-07-20,W,bestsellers,10,Splendor Bra - Black,BRA/TANK,SS,Women:Bras,68.0,,False,1,https://cdn.shopify.com/s/files/1/2185/2813/files/W9351RG_01_b2_s1_a1_dSU26_m241.png?v=1778517031,w9351rg-splendor-bra-black,b:1:Best Seller;BISCollection;BuilderDropzoneStyle:AIRBRUSH;BVCategory:Women;ChinaCatalog;Color:Black:Color;ColorGroup:Black;Content:Builder;Fabric:Airbrush;Filter:DisplaySize:1:XXS - XS;Filter:Displa
2026-07-20,W,bestsellers,11,Airbrush High-Waist Heart Throb Legging - Black/White,LEGGING,SEASONLESS,Women:Bottoms:Leggings,134.0,,False,1,https://cdn.shopify.com/s/files/1/2185/2813/files/W51298R_0100_b2_s1_a1_dSP26_m210.jpg?v=1770668689,w51298r-airbrush-high-waist-heart-throb-legging-black-white,b:1:Best Seller;BIScollection;BuilderDropzoneStyle:ABRSHRISE;BVCategory:Women;ChinaCatalog;Color:Black:Color;ColorGroup:Black;Content:Builder;FA23;FA23D3-family;Filter:DisplaySize:1:XXS - XS;Filter:Di
2026-07-20,W,bestsellers,12,Suit Up Trouser (Regular) - Espresso,ETC,UNTAGGED,Women:Bottoms:Pants,148.0,,False,1,https://cdn.shopify.com/s/files/1/2185/2813/files/W51432R_04064_b2_s1_a1_dSU26_m190.jpg?v=1777663548,w51432r-suit-up-trouser-regular-espresso,b:1:Best Seller;BuilderDropzoneStyle:SUTRSER;BVCategory:Women;ChinaCatalog;Color:Espresso:Color;ColorGroup:Brown;Content:Builder;Filter:DisplaySize:1:XXS - XS;Filter:DisplaySize:3:Small;Filter:Display
